,date,dew_point,max_temp,max_temp_flag,min_temp,min_temp_flag,precip,precip_flag,sea_level_pressure
13303,1986-03-16,27.7,45.0,*,34.0, ,0.0,G,1020.2
13304,1986-03-17,28.1,50.0, ,27.0, ,0.0,G,1022.1
13305,1986-03-18,38.5,59.0,*,27.0, ,0.1,G,1011.1
13306,1986-03-19,38.9,59.0, ,33.1,*,0.19,G,998.4
13307,1986-03-20,8.3,28.9,*,8.1, ,0.39,G,1028.6
13308,1986-03-21,11.8,37.0,*,8.1, ,0.0,G,1034.7
13309,1986-03-22,20.9,50.0,*,28.0,*,0.0,G,1027.9
13310,1986-03-23,30.9,60.1,*,28.0, ,0.0,G,1022.3
13311,1986-03-24,21.7,60.1, ,27.0, ,0.0,G,1033.7
13312,1986-03-25,37.4,72.0,*,48.9,*,0.0,G,1021.3
13313,1986-03-26,39.5,72.0, ,44.1, ,0.04,G,1018.1
13314,1986-03-27,23.9,63.0, ,28.0, ,0.09,G,1028.3
13315,1986-03-28,32.2,79.0,*,28.0, ,0.0,G,1021.6
13316,1986-03-29,44.3,87.1,*,43.0, ,0.0,G,1013.1
13317,1986-03-30,44.9,88.0, ,54.0, ,0.0,G,1013.2
13318,1986-03-31,38.5,82.9,*,48.0, ,0.0,G,1018.2
13319,1986-04-01,43.3,82.9, ,48.0, ,0.22,G,1015.3
13320,1986-04-02,29.4,66.9, ,30.9, ,0.0,D,1022.6
13321,1986-04-03,35.3,63.0,*,30.9, ,0.03,G,1018.6
13322,1986-04-04,44.0,64.0, ,41.0, ,0.0,D,1017.4
13323,1986-04-05,51.4,75.0,*,41.0, ,0.05,G,1015.3
13324,1986-04-06,44.4,75.9, ,46.0, ,0.03,G,1015.1
13325,1986-04-07,43.8,78.1,*,39.0, ,0.0,G,1013.7
13326,1986-04-08,29.3,79.0, ,39.0, ,0.0,G,1012.4
13327,1986-04-09,30.7,57.9, ,36.0, ,0.03,G,1016.7
13328,1986-04-10,24.9,60.1,*,28.9, ,0.0,G,1014.7
13329,1986-04-11,25.2,66.0,*,28.9, ,0.0,G,1009.5
13330,1986-04-12,29.0,66.0, ,30.9, ,0.02,G,1010.0
13331,1986-04-13,35.7,55.9, ,37.0, ,0.05,G,1015.7
13332,1986-04-14,34.0,57.0, ,37.9, ,0.06,G,1010.2
13333,1986-04-15,30.7,39.9,*,30.9, ,0.41,G,1008.2
13334,1986-04-16,35.5,45.0,*,30.9, ,0.01,G,1016.5
13335,1986-04-17,33.8,55.0,*,35.1, ,0.0,G,1022.0
13336,1986-04-18,37.7,68.0,*,32.0, ,0.0,G,1021.9
13337,1986-04-19,43.7,69.1, ,57.0,*,0.0,G,1016.2
13338,1986-04-20,40.8,68.0, ,48.0, ,0.0,G,1010.3
13339,1986-04-21,34.6,57.9, ,36.0, ,0.02,G,1008.2
13340,1986-04-22,22.4,46.0,*,24.1, ,0.01,G,1021.3
13341,1986-04-23,19.4,63.0,*,24.1, ,0.0,G,1024.5
13342,1986-04-24,27.7,80.1,*,48.0,*,0.0,G,1019.2
13343,1986-04-25,43.6,81.0, ,46.9, ,0.0,D,1013.7
13344,1986-04-26,51.9,89.1,*,55.0, ,0.0,G,1012.4
13345,1986-04-27,46.5,89.1, ,55.0, ,0.0,G,1012.6
13346,1986-04-28,46.9,87.1, ,51.1,*,0.0,G,1005.8
13347,1986-04-29,41.3,73.0,*,43.0, ,0.0,G,1014.1
13348,1986-04-30,54.9,73.9, ,43.0, ,0.88,G,1012.6
13349,1986-05-01,45.4,66.0, ,51.1, ,0.07,G,1013.4
13350,1986-05-02,32.0,63.0, ,39.0, ,0.0,G,1025.1
13351,1986-05-03,28.8,60.1,*,34.0, ,0.0,G,1029.7
13352,1986-05-04,36.0,75.0,*,34.0, ,0.0,G,1020.9
13353,1986-05-05,46.0,79.0,*,46.0, ,0.0,G,1008.0
13354,1986-05-06,59.5,82.0, ,57.9, ,0.0,G,1006.5
13355,1986-05-07,49.7,84.0, ,55.9, ,0.0,G,1013.1
13356,1986-05-08,42.9,68.0, ,46.9, ,0.0,G,1018.9
13357,1986-05-09,35.6,71.1,*,46.9, ,0.0,G,1020.9
13358,1986-05-10,46.5,73.0,*,45.0, ,0.0,G,1020.3
13359,1986-05-11,44.7,80.1, ,45.0, ,0.0,G,1015.1
13360,1986-05-12,48.9,64.9,*,50.0, ,0.13,G,1014.6
13361,1986-05-13,45.4,73.9,*,46.9, ,0.09,G,1013.2
13362,1986-05-14,54.5,73.9, ,46.9, ,0.13,G,1008.3
13363,1986-05-15,57.9,69.1,*,50.0, ,0.01,G,1011.4
13364,1986-05-16,59.7,77.0,*,50.0, ,0.18,G,1011.4
13365,1986-05-17,60.5,79.0, ,50.0,*,0.21,G,1011.7
13366,1986-05-18,46.1,55.0,*,46.9, ,1.4,G,1011.6
13367,1986-05-19,45.1,55.0, ,46.9, ,0.41,G,1016.6
13368,1986-05-20,36.1,55.9, ,41.0, ,0.12,G,1019.6
13369,1986-05-21,40.4,64.9,*,41.0, ,0.0,G,1017.6
13370,1986-05-22,42.4,64.9, ,46.9, ,0.0,G,1014.9
13371,1986-05-23,46.0,64.0, ,45.0, ,0.0,G,1016.3
13372,1986-05-24,45.7,71.1, ,44.1, ,0.0,G,1018.7
13373,1986-05-25,49.0,72.0, ,44.1, ,0.0,G,1019.3
13374,1986-05-26,52.0,73.0, ,50.0, ,0.0,G,1017.4
13375,1986-05-27,56.4,64.0, ,54.0, ,0.48,G,1014.3
13376,1986-05-28,59.1,72.0, ,54.0, ,0.02,G,1018.3
13377,1986-05-29,58.9,78.1,*,55.0, ,0.17,G,1018.4
13378,1986-05-30,59.0,81.0,*,55.0, ,0.16,G,1015.1
13379,1986-05-31,60.7,87.1,*,60.1, ,0.0,G,1011.5
13380,1986-06-01,57.0,87.1, ,53.1,*,0.0,G,1009.3
13381,1986-06-02,40.6,60.1,*,46.0, ,0.0,G,1020.8
13382,1986-06-03,39.7,73.9,*,39.9, ,0.0,G,1021.9
13383,1986-06-04,55.4,82.0, ,55.0,*,0.0,G,1015.0
13384,1986-06-05,57.6,82.0, ,54.0, ,0.72,G,1013.3
13385,1986-06-06,55.6,64.0,*,51.1, ,0.09,G,1013.7
13386,1986-06-07,61.5,80.1,*,53.1, ,0.01,G,1008.7
13387,1986-06-08,59.5,80.1, ,55.0, ,0.0,D,1010.8
13388,1986-06-09,47.4,75.0, ,48.9, ,0.0,G,1019.3
13389,1986-06-10,62.4,82.9,*,48.9, ,0.09,G,1013.6
13390,1986-06-11,69.1,84.0, ,59.0, ,0.19,G,1006.0
13391,1986-06-12,58.6,84.9, ,57.0, ,0.05,G,1005.4
13392,1986-06-13,54.6,71.1,*,55.0, ,0.01,G,1016.9
13393,1986-06-14,50.9,72.0, ,54.0, ,0.14,G,1020.1
13394,1986-06-15,59.5,78.1,*,54.0, ,0.69,G,1014.6
13395,1986-06-16,64.2,84.0,*,55.9, ,0.0,G,1010.7
13396,1986-06-17,45.4,66.9,*,52.0, ,0.0,G,1023.2
13397,1986-06-18,46.9,81.0,*,51.1, ,0.0,G,1022.0
13398,1986-06-19,65.2,91.0,*,66.9,*,0.0,G,1015.4
13399,1986-06-20,60.5,91.9, ,60.1, ,0.0,G,1017.7
13400,1986-06-21,61.1,91.0,*,60.1, ,0.0,G,1018.7
13401,1986-06-22,67.3,91.9, ,62.1, ,0.26,G,1013.9
13402,1986-06-23,58.0,88.0, ,59.0, ,0.0,D,1015.6
13403,1986-06-24,52.0,82.9, ,54.0, ,0.02,G,1018.7
13404,1986-06-25,43.7,75.9,*,41.0, ,0.0,G,1023.4
13405,1986-06-26,54.5,89.1,*,55.9,*,0.0,G,1018.4
13406,1986-06-27,68.3,90.0, ,55.9, ,0.08,D,1013.7
13407,1986-06-28,67.6,82.0, ,68.0, ,0.48,G,1013.9
13408,1986-06-29,61.6,82.9,*,61.0, ,0.0,G,1014.4
13409,1986-06-30,55.4,84.0, ,59.0, ,0.67,G,1015.0
13410,1986-07-01,58.6,66.0, ,59.0, ,0.05,G,1013.7
13411,1986-07-02,59.9,75.0,*,57.9, ,0.0,D,1013.1
13412,1986-07-03,52.5,75.9,*,52.0, ,0.0,G,1019.3
13413,1986-07-04,60.8,87.1,*,52.0, ,0.0,G,1014.1
13414,1986-07-05,69.5,91.0,*,60.1, ,0.0,G,1013.9
13415,1986-07-06,69.4,91.0, ,70.0, ,0.0,G,1017.4
13416,1986-07-07,64.2,91.9, ,64.0, ,0.05,G,1023.0
13417,1986-07-08,67.5,84.0, ,63.0, ,0.95,G,1018.9
13418,1986-07-09,66.8,82.9, ,63.0, ,0.65,G,1014.4
13419,1986-07-10,59.5,75.9,*,55.9, ,0.0,H,1015.2
13420,1986-07-11,68.4,78.1,*,55.9, ,0.72,G,1008.7
13421,1986-07-12,68.6,82.0,*,66.0, ,0.87,G,1006.6
13422,1986-07-13,64.4,84.0, ,64.0, ,0.45,G,1010.3
13423,1986-07-14,61.1,84.9, ,63.0, ,0.0,G,1018.8
13424,1986-07-15,65.6,90.0,*,63.0, ,0.0,D,1018.4
13425,1986-07-16,72.9,91.9,*,66.0, ,0.19,G,1015.6
13426,1986-07-17,73.2,93.0, ,72.0, ,0.0,G,1017.2
13427,1986-07-18,72.2,93.9, ,73.9, ,0.0,G,1017.3
13428,1986-07-19,72.7,95.0,*,73.9, ,0.0,G,1014.2
13429,1986-07-20,67.4,95.0, ,72.0, ,0.01,G,1013.8
13430,1986-07-21,63.3,86.0, ,64.0, ,0.0,G,1018.4
13431,1986-07-22,65.2,84.9, ,64.0, ,0.02,G,1020.9
13432,1986-07-23,64.4,88.0,*,63.0, ,0.0,G,1022.8
13433,1986-07-24,68.6,90.0,*,63.0, ,0.0,G,1017.8
13434,1986-07-25,71.3,91.0, ,71.1, ,0.27,G,1012.9
13435,1986-07-26,65.0,86.0, ,64.9, ,0.09,G,1016.5
13436,1986-07-27,64.0,89.1,*,63.0, ,0.0,G,1014.9
13437,1986-07-28,68.3,89.1, ,63.0, ,0.49,G,1011.3
13438,1986-07-29,63.8,86.0, ,66.0, ,0.0,G,1015.5
13439,1986-07-30,59.1,84.9, ,60.1, ,0.0,D,1016.4
13440,1986-07-31,63.3,89.1,*,60.1, ,0.0,G,1013.3
13441,1986-08-01,56.5,89.1, ,61.0, ,0.0,G,1015.4
13442,1986-08-02,56.8,81.0, ,61.0, ,0.0,G,1014.6
13443,1986-08-03,52.4,80.1, ,55.9, ,0.0,G,1019.0
13444,1986-08-04,55.9,82.0,*,55.9, ,0.0,G,1021.6
13445,1986-08-05,59.8,82.9, ,57.9, ,0.0,G,1019.1
13446,1986-08-06,64.9,82.0, ,64.0, ,0.34,G,1014.4
13447,1986-08-07,64.0,78.1,*,63.0, ,0.03,G,1012.7
13448,1986-08-08,62.6,82.0,*,63.0, ,0.0,G,1010.8
13449,1986-08-09,58.4,84.9,*,57.9, ,0.28,G,1014.2
13450,1986-08-10,60.1,86.0, ,57.9, ,0.02,G,1011.8
13451,1986-08-11,49.4,78.1, ,54.0, ,0.0,G,1018.7
13452,1986-08-12,48.7,78.1,*,50.0, ,0.0,G,1023.2
13453,1986-08-13,51.2,78.1, ,50.0, ,0.0,G,1021.3
13454,1986-08-14,58.4,78.1,*,53.1, ,0.07,G,1014.4
13455,1986-08-15,68.8,80.1,*,66.0, ,0.02,G,1011.3
13456,1986-08-16,67.5,88.0,*,66.0, ,0.02,D,1012.1
13457,1986-08-17,65.2,88.0, ,62.1, ,0.0,G,1015.1
13458,1986-08-18,59.7,84.9, ,62.1, ,0.0,G,1020.8
13459,1986-08-19,54.5,80.1, ,55.9, ,0.0,G,1021.8
13460,1986-08-20,55.0,84.9,*,54.0, ,0.0,G,1020.9
13461,1986-08-21,58.9,86.0, ,54.0, ,0.0,G,1022.7
13462,1986-08-22,58.7,87.1,*,57.9, ,0.0,G,1022.7
13463,1986-08-23,60.1,87.1, ,62.1, ,0.0,G,1016.0
13464,1986-08-24,52.2,77.0, ,54.0, ,0.0,G,1021.9
13465,1986-08-25,52.6,82.9,*,54.0, ,0.03,G,1018.2
13466,1986-08-26,68.4,84.0, ,63.0, ,0.37,G,1012.7
13467,1986-08-27,52.2,68.0,*,55.9,*,0.25,G,1017.9
13468,1986-08-28,38.6,66.9, ,42.1, ,0.03,G,1025.2
13469,1986-08-29,41.6,70.0,*,42.1, ,0.0,G,1026.8
13470,1986-08-30,43.3,75.9,*,44.1, ,0.0,G,1025.2
13471,1986-08-31,47.4,81.0,*,48.0, ,0.0,D,1024.4
13472,1986-09-01,52.7,82.0, ,54.0, ,0.0,G,1021.3
13473,1986-09-02,57.8,82.9, ,55.0, ,0.0,G,1020.0
13474,1986-09-03,62.4,82.0, ,57.9, ,0.0,G,1017.2
13475,1986-09-04,63.1,82.9, ,68.0, ,0.14,G,1012.4
13476,1986-09-05,48.9,79.0, ,53.1,*,0.0,G,1016.0
13477,1986-09-06,46.6,73.0, ,48.9, ,0.0,G,1019.7
13478,1986-09-07,39.4,66.9, ,42.1, ,0.0,G,1023.0
13479,1986-09-08,37.6,72.0,*,42.1, ,0.0,G,1023.6
13480,1986-09-09,41.1,73.0, ,43.0, ,0.0,G,1021.1
13481,1986-09-10,57.8,87.1,*,69.1,*,0.01,G,1010.8
13482,1986-09-11,66.4,90.0, ,66.9,*,1.59,G,1002.6
13483,1986-09-12,53.5,79.0, ,55.9, ,0.04,G,1012.1
13484,1986-09-13,50.5,72.0, ,50.0, ,0.01,G,1022.7
13485,1986-09-14,50.9,72.0, ,50.0, ,0.0,G,1027.0
13486,1986-09-15,57.6,79.0, ,57.0, ,0.0,G,1020.1
13487,1986-09-16,42.1,63.0,*,51.1, ,0.0,G,1029.4
13488,1986-09-17,45.5,66.9,*,50.0, ,0.0,G,1024.7
13489,1986-09-18,61.4,66.9, ,50.0, ,0.21,G,1018.5
13490,1986-09-19,61.6,71.1,*,61.0, ,0.07,G,1020.1
13491,1986-09-20,63.7,71.1, ,61.0, ,0.39,G,1020.0
13492,1986-09-21,60.5,81.0,*,59.0, ,0.78,G,1023.3
13493,1986-09-22,67.2,89.1,*,60.1, ,0.0,D,1015.8
13494,1986-09-23,64.2,90.0, ,64.9, ,0.72,G,1010.7
13495,1986-09-24,63.8,73.0, ,64.0, ,0.02,G,1010.1
13496,1986-09-25,69.6,88.0,*,66.9, ,0.83,G,1009.8
13497,1986-09-26,70.0,88.0, ,68.0, ,0.66,G,1014.0
13498,1986-09-27,64.4,84.9,*,68.0, ,0.02,G,1014.0
13499,1986-09-28,66.7,86.0, ,64.9, ,0.0,G,1016.7
13500,1986-09-29,68.0,82.0, ,64.9, ,0.36,G,1013.2
13501,1986-09-30,62.7,77.0, ,57.0,*,1.24,G,1014.3
13502,1986-10-01,55.6,66.0, ,55.0, ,0.58,G,1016.1
13503,1986-10-02,58.1,64.0, ,57.0, ,0.31,G,1016.5
13504,1986-10-03,64.4,72.0, ,60.1, ,1.82,G,1009.3
13505,1986-10-04,55.7,73.9, ,53.1,*,0.25,G,1010.3
13506,1986-10-05,45.2,66.0, ,42.1, ,0.09,G,1015.4
13507,1986-10-06,32.8,66.0, ,37.0, ,0.0,G,1022.9
13508,1986-10-07,38.8,66.9,*,37.0, ,0.0,G,1020.6
13509,1986-10-08,50.3,73.9,*,55.9,*,0.0,G,1014.7
13510,1986-10-09,43.3,57.0,*,48.0,*,0.19,G,1025.3
13511,1986-10-10,37.6,57.0,*,42.1, ,0.0,G,1027.8
13512,1986-10-11,43.1,69.1,*,42.1, ,0.0,G,1020.2
13513,1986-10-12,54.3,70.0, ,44.1, ,0.14,G,1012.7
13514,1986-10-13,39.1,48.9,*,43.0,*,0.07,G,1016.6
13515,1986-10-14,33.2,46.9, ,34.0, ,0.0,G,1013.4
13516,1986-10-15,30.8,53.1,*,32.0, ,0.0,G,1019.2
13517,1986-10-16,36.4,57.9,*,32.0, ,0.0,G,1018.4
13518,1986-10-17,39.4,57.9, ,37.9, ,0.0,G,1024.4
13519,1986-10-18,37.5,57.9, ,34.0, ,0.0,G,1031.6
13520,1986-10-19,39.2,63.0,*,34.0, ,0.0,G,1032.2
13521,1986-10-20,44.4,73.0,*,35.1, ,0.0,G,1027.3
13522,1986-10-21,52.3,75.9,*,39.0, ,0.0,G,1021.7
13523,1986-10-22,50.7,77.0, ,50.0, ,0.0,G,1021.2
13524,1986-10-23,53.3,75.0, ,50.0, ,0.0,G,1020.8
13525,1986-10-24,53.1,63.0, ,54.0, ,0.0,G,1023.9
13526,1986-10-25,51.4,57.9, ,52.0, ,0.54,G,1018.4
13527,1986-10-26,52.5,59.0, ,52.0, ,0.26,G,1009.9
13528,1986-10-27,48.5,62.1,*,50.0, ,0.02,G,1011.8
13529,1986-10-28,46.3,69.1,*,46.0, ,0.0,G,1016.1
13530,1986-10-29,47.3,71.1, ,46.0, ,0.0,G,1018.7
13531,1986-10-30,37.8,60.1,*,35.1, ,0.0,G,1027.7
13532,1986-10-31,40.2,64.9,*,35.1, ,0.0,G,1026.4
13533,1986-11-01,46.4,64.9, ,44.1, ,0.09,G,1027.1
13534,1986-11-02,26.6,57.9, ,28.0, ,0.02,G,1032.7
13535,1986-11-03,28.1,46.0, ,28.0, ,0.0,G,1022.9
13536,1986-11-04,34.5,46.9, ,28.0, ,0.01,G,1022.7
13537,1986-11-05,34.9,51.1,*,37.9, ,0.0,D,1019.0
13538,1986-11-06,36.3,53.1,*,32.0, ,0.0,G,1018.2
13539,1986-11-07,44.9,61.0,*,32.0, ,0.0,G,1020.5
13540,1986-11-08,45.8,62.1, ,45.0, ,0.02,G,1013.4
13541,1986-11-09,23.0,61.0, ,30.0, ,0.0,D,1021.0
13542,1986-11-10,17.7,41.0,*,18.0, ,0.0,G,1032.7
13543,1986-11-11,16.3,42.1, ,18.0, ,0.01,G,1028.2
13544,1986-11-12,14.3,30.9, ,19.9, ,0.0,D,1028.0
13545,1986-11-13,-1.9,30.0, ,6.1, ,0.0,G,1041.1
13546,1986-11-14,4.8,34.0,*,6.1, ,0.0,G,1033.8
13547,1986-11-15,16.2,42.1,*,15.1, ,0.0,G,1020.4
13548,1986-11-16,28.0,48.0,*,30.0, ,0.0,G,1013.0
13549,1986-11-17,26.6,52.0,*,30.0, ,0.0,G,1012.9
13550,1986-11-18,33.8,52.0, ,30.0, ,0.48,G,1015.1
13551,1986-11-19,22.6,39.9, ,27.0, ,0.15,G,1024.2
13552,1986-11-20,30.5,36.0, ,27.0, ,0.2,G,1010.1
13553,1986-11-21,27.7,39.0,*,30.0, ,0.1,G,1020.9
13554,1986-11-22,28.0,50.0,*,30.0, ,0.0,G,1017.9
13555,1986-11-23,32.5,51.1, ,30.0, ,0.17,G,1013.3
13556,1986-11-24,24.3,43.0, ,26.1, ,0.09,G,1023.1
13557,1986-11-25,26.2,50.0,*,26.1, ,0.0,G,1021.4
13558,1986-11-26,29.6,50.0, ,30.0, ,0.26,G,1012.6
13559,1986-11-27,27.3,44.1, ,26.1, ,0.09,G,1023.4
13560,1986-11-28,29.2,39.9,*,26.1, ,0.0,G,1022.2
13561,1986-11-29,30.9,42.1, ,30.0, ,0.0,G,1022.6
13562,1986-11-30,34.1,43.0,*,30.0, ,0.0,G,1025.3
13563,1986-12-01,28.2,44.1, ,28.9, ,0.0,G,1025.1
13564,1986-12-02,35.9,42.1, ,35.1, ,0.28,G,1013.5
13565,1986-12-03,28.7,42.1, ,30.9,*,0.02,G,1010.6
13566,1986-12-04,18.7,35.1, ,25.0, ,0.01,G,1020.7
13567,1986-12-05,16.3,32.0,*,16.0, ,0.0,C,1031.8
13568,1986-12-06,25.5,39.0, ,16.0, ,0.0,G,1028.2
13569,1986-12-07,34.0,39.0, ,28.0, ,0.36,G,1023.6
13570,1986-12-08,36.7,39.9,*,34.0, ,0.37,G,1019.3
13571,1986-12-09,34.7,41.0, ,28.0,*,0.04,G,1013.2
13572,1986-12-10,5.0,24.1,*,9.0, ,0.01,G,1023.0
13573,1986-12-11,13.1,30.9, ,9.0, ,0.0,G,1018.1
13574,1986-12-12,9.1,32.0, ,10.0, ,0.01,G,1020.3
13575,1986-12-13,1.3,25.0,*,1.0, ,0.0,G,1037.2
13576,1986-12-14,20.4,44.1,*,21.9,*,0.0,G,1024.7
13577,1986-12-15,29.3,46.0,*,21.0, ,0.0,D,1025.0
13578,1986-12-16,35.8,46.9, ,21.0, ,0.0,G,1023.9
13579,1986-12-17,35.8,39.9, ,35.1, ,0.0,G,1020.0
13580,1986-12-18,26.0,39.9, ,30.9, ,0.0,G,1017.0
13581,1986-12-19,26.0,42.1,*,25.0, ,0.0,G,1019.9
13582,1986-12-20,26.4,43.0, ,24.1, ,0.0,G,1022.1
13583,1986-12-21,22.1,43.0,*,24.1, ,0.0,G,1031.1
13584,1986-12-22,24.0,44.1, ,19.9, ,0.0,G,1030.3
13585,1986-12-23,29.5,35.1, ,19.9, ,0.0,G,1023.9
13586,1986-12-24,30.6,37.9, ,28.9, ,0.0,G,1016.7
13587,1986-12-25,28.0,39.0, ,26.1, ,0.0,G,1014.2
13588,1986-12-26,26.1,33.1,*,26.1, ,0.0,G,1024.6
13589,1986-12-27,26.8,37.0, ,28.9, ,0.0,G,1027.0
13590,1986-12-28,24.7,42.1,*,25.0, ,0.0,G,1025.2
13591,1986-12-29,28.6,43.0, ,25.0, ,0.0,G,1018.0
13592,1986-12-30,29.2,41.0,*,28.9, ,0.0,D,1018.7
13593,1986-12-31,26.8,42.1, ,30.0, ,0.0,G,1022.1
13594,1987-01-01,27.3,36.0, ,30.0, ,0.0,G,1018.9
13595,1987-01-02,31.2,36.0,*,30.0, ,0.27,G,1015.4
13596,1987-01-03,29.1,39.0, ,28.9, ,0.01,G,1023.5
13597,1987-01-04,25.5,39.9, ,19.9, ,0.0,G,1028.0
13598,1987-01-05,27.6,39.0, ,19.9, ,0.0,G,1027.1
13599,1987-01-06,29.9,46.0,*,24.1, ,0.0,G,1012.1
13600,1987-01-07,30.3,48.0, ,34.0, ,0.0,G,1017.5
13601,1987-01-08,23.4,37.0, ,27.0, ,0.0,G,1024.0
13602,1987-01-09,23.0,32.0, ,19.9, ,0.0,D,1018.0
13603,1987-01-10,30.0,34.0,*,19.9, ,0.61,G,1005.1
13604,1987-01-11,23.2,38.1, ,26.1,*,0.04,G,1013.3
13605,1987-01-12,23.6,43.0,*,25.0, ,0.0,G,1012.0
13606,1987-01-13,27.3,44.1, ,24.1, ,0.0,G,1016.2
13607,1987-01-14,32.9,45.0, ,24.1, ,0.0,G,1010.0
13608,1987-01-15,32.6,45.0, ,30.0, ,0.0,G,1014.6
13609,1987-01-16,19.4,37.0, ,19.9, ,0.0,G,1029.0
13610,1987-01-17,20.5,30.0, ,19.9, ,0.04,G,1026.3
13611,1987-01-18,21.2,28.9, ,19.0,*,0.29,G,1017.7
13612,1987-01-19,16.6,28.9,*,3.9, ,0.05,G,1011.8
13613,1987-01-20,14.2,28.9, ,16.0, ,0.0,G,1017.8
13614,1987-01-21,12.8,28.9,*,15.1, ,0.0,G,1014.9
13615,1987-01-22,20.1,28.9, ,15.1, ,0.03,G,1005.9
13616,1987-01-23,-7.1,28.9, ,-4.0, ,0.0,C,1012.2
13617,1987-01-24,-13.8,8.1, ,-5.1, ,0.0,G,1020.3
13618,1987-01-25,-7.9,19.0,*,-5.1, ,0.0,G,1025.3
13619,1987-01-26,-0.7,26.1,*,-0.9, ,0.0,G,1025.4
13620,1987-01-27,8.2,26.1, ,6.1, ,0.04,G,1018.3
13621,1987-01-28,19.7,35.1,*,10.9, ,0.03,G,1018.2
13622,1987-01-29,23.8,36.0, ,23.0, ,0.2,G,1013.9
13623,1987-01-30,28.5,34.0, ,25.0, ,0.25,G,1005.4
13624,1987-01-31,21.3,34.0, ,18.0, ,0.01,G,1019.3
13625,1987-02-01,29.3,46.9,*,18.0, ,0.0,G,1008.5
13626,1987-02-02,29.6,48.0,*,25.0, ,0.0,G,1004.0
13627,1987-02-03,29.5,50.0, ,25.0, ,0.0,G,1011.1
13628,1987-02-04,22.2,41.0,*,21.0, ,0.0,G,1026.9
13629,1987-02-05,24.5,41.0, ,21.0, ,0.0,G,1033.6
13630,1987-02-06,27.8,46.9,*,24.1, ,0.0,G,1027.6
13631,1987-02-07,30.6,50.0,*,26.1, ,0.0,G,1017.4
13632,1987-02-08,20.5,51.1, ,25.0, ,0.0,G,1010.4
13633,1987-02-09,7.2,46.0, ,12.9, ,0.0,G,1029.5
13634,1987-02-10,19.9,46.0,*,12.9, ,0.0,G,1021.3
13635,1987-02-11,28.3,52.0,*,24.1, ,0.0,G,1019.0
13636,1987-02-12,28.4,53.1, ,26.1, ,0.0,G,1015.2
13637,1987-02-13,27.1,42.1, ,26.1, ,0.0,G,1021.5
13638,1987-02-14,30.8,42.1, ,27.0, ,0.17,G,1013.4
13639,1987-02-15,14.8,37.0, ,19.9, ,0.0,G,1025.0
13640,1987-02-16,12.0,28.9,*,19.0, ,0.0,G,1023.9
13641,1987-02-17,19.1,37.0,*,19.0, ,0.0,G,1020.4
13642,1987-02-18,17.3,41.0,*,21.0, ,0.0,G,1022.9
13643,1987-02-19,17.5,44.1,*,21.0, ,0.0,G,1028.5
13644,1987-02-20,19.9,46.9,*,17.1, ,0.0,G,1030.5
13645,1987-02-21,22.2,46.9, ,17.1, ,0.0,G,1021.7
13646,1987-02-22,27.8,46.9, ,28.0, ,0.0,G,1015.1
13647,1987-02-23,23.7,46.0,*,25.0, ,0.0,G,1019.6
13648,1987-02-24,24.2,46.9, ,21.0, ,0.0,G,1028.7
13649,1987-02-25,23.3,45.0, ,19.9, ,0.0,G,1031.1
13650,1987-02-26,21.0,45.0, ,23.0, ,0.0,G,1033.2
13651,1987-02-27,21.0,44.1, ,30.9, ,0.0,G,1026.4
13652,1987-02-28,33.3,45.0, ,35.1, ,0.0,G,1014.7
13653,1987-03-01,38.3,45.0, ,34.0,*,0.89,G,994.6
13654,1987-03-02,27.5,51.1,*,30.9, ,0.03,G,1012.8
13655,1987-03-03,20.4,51.1, ,28.0, ,0.0,G,1026.0
13656,1987-03-04,20.8,48.9,*,26.1, ,0.0,G,1033.0
13657,1987-03-05,31.0,50.0,*,26.1, ,0.0,G,1023.7
13658,1987-03-06,34.9,66.9,*,28.9, ,0.0,G,1027.5
13659,1987-03-07,39.4,73.0,*,46.0,*,0.0,G,1022.6
13660,1987-03-08,35.2,73.9, ,41.0, ,0.0,G,1015.1
13661,1987-03-09,25.9,63.0,*,27.0, ,0.0,G,1018.6
13662,1987-03-10,12.2,36.0, ,21.9, ,0.0,G,1031.2
13663,1987-03-11,13.5,35.1,*,19.9, ,0.0,D,1029.3
13664,1987-03-12,18.3,45.0, ,19.9, ,0.0,G,1029.8
13665,1987-03-13,28.3,46.0, ,21.0, ,0.12,G,1028.5
13666,1987-03-14,33.6,41.0, ,30.9, ,0.12,G,1016.5
13667,1987-03-15,29.7,41.0, ,32.0, ,0.5,G,1020.7
13668,1987-03-16,21.1,44.1,*,30.9, ,0.0,G,1026.7
13669,1987-03-17,18.8,46.0,*,30.9, ,0.0,G,1028.0
13670,1987-03-18,22.8,46.0, ,30.9, ,0.0,G,1019.3
13671,1987-03-19,29.4,50.0, ,36.0, ,0.31,G,1017.3
13672,1987-03-20,24.2,55.0,*,30.9, ,0.02,G,1021.1
13673,1987-03-21,21.7,59.0, ,28.0, ,0.0,G,1017.2
13674,1987-03-22,28.3,60.1, ,28.0, ,0.0,G,1017.2
13675,1987-03-23,33.6,66.0,*,28.9, ,0.0,G,1014.3
13676,1987-03-24,37.4,69.1, ,39.9, ,0.0,G,1007.3
13677,1987-03-25,42.7,54.0,*,43.0, ,0.04,G,1002.9
13678,1987-03-26,42.0,51.1, ,37.9, ,0.07,G,1008.6
